"SRR1914886"	"SRR1914888"	"SRR1914890"	"SRR1914885"	"SRR1914887"	"SRR1914889"
"ENSMUSG00000000001.4"	12.2003926339148	12.1219136941618	12.1434935026626	12.1511024800508	12.1889144511695	12.1458685192723
"ENSMUSG00000000028.15"	7.98397377609986	8.00178550883466	7.98583602182751	7.93703970561408	7.96296791239779	7.97524409092006
"ENSMUSG00000000037.16"	8.57471659549534	8.6023710878636	8.61757679013886	8.47210615101357	8.42014719634461	8.53843448514457
"ENSMUSG00000000049.11"	5.46095087975888	5.73504315068733	5.46907838384059	5.47072268480002	5.48158936012801	5.49745842089644
"ENSMUSG00000000056.7"	12.7896129754313	12.7103633143066	12.7602108932167	12.890369056757	12.8171218646955	12.7835609625456
"ENSMUSG00000000058.6"	11.1181281624759	11.0745688392266	11.0572735920704	10.9834363881325	11.0672768518022	11.003093549963
"ENSMUSG00000000078.7"	12.6053628643589	12.4655017545623	12.4553693290378	12.4939927257228	12.494729059693	12.4023568674755
"ENSMUSG00000000085.16"	12.4434561096885	12.4810822527485	12.4684448415724	12.461513283756	12.4359511488376	12.4675493643077
"ENSMUSG00000000088.7"	13.942308902361	13.8815791398535	13.8876200684582	13.9296824132795	14.0172193583533	13.9616162364769
"ENSMUSG00000000093.6"	8.44162991513973	8.61706522531004	8.53653424804251	8.64412103610364	8.55133230407541	8.64858625578813
"ENSMUSG00000000094.12"	5.51180090011892	5.54128837117749	5.52809106485936	5.54224985244888	5.50711147521447	5.56362298759775
"ENSMUSG00000000120.6"	8.98699047230187	9.05956271906691	9.0346623082255	9.05733591580864	9.02113312189769	9.05475531752678
"ENSMUSG00000000125.5"	11.1219927828758	11.1605575252321	11.2444969888613	11.1492004425545	11.1507375654135	11.1020557018346
"ENSMUSG00000000126.11"	10.0213689451036	9.99447064329936	9.96385876051311	9.93111523380157	9.86206144406944	9.83141308586377
"ENSMUSG00000000127.15"	10.9200955799214	10.8787025100464	10.9064829841109	10.912193313777	10.9699052082404	10.9016578963034
"ENSMUSG00000000131.15"	13.9401185161841	13.9589876308524	13.9358471379774	13.9126207887437	13.8824725540568	13.9460271888235
"ENSMUSG00000000134.17"	12.3540431946581	12.3893460457029	12.3619451006613	12.3544923580989	12.3530496198592	12.327398703438
"ENSMUSG00000000142.15"	12.3269982769361	12.3245651308379	12.3385939599785	12.4853041441799	12.3072819097127	12.3465049795445
"ENSMUSG00000000148.17"	11.7502249175461	11.7989195060618	11.8295234923555	11.8326389551792	11.8031987432713	11.8037960494886
"ENSMUSG00000000149.10"	13.9940238089033	13.956978472018	13.9875464972044	13.9989307338393	14.046443181082	14.0442879717279
"ENSMUSG00000000154.16"	5.44834767566947	5.4584346733297	5.45026452259826	5.45160026181108	5.42251897162256	5.44708642374271
"ENSMUSG00000000157.16"	4.1811002131019	4.1895670281938	4.1972623530856	4.18001358295853	4.16044436752551	4.15665842492673
"ENSMUSG00000000159.16"	4.98415161681628	5.0162362316365	5.03451204989751	5.01517626509331	5.02563667492205	5.02668415438869
"ENSMUSG00000000167.14"	8.74309279105981	8.74238051651228	8.71908618716653	8.68754573012062	8.71935869073777	8.78015192456168
"ENSMUSG00000000168.9"	13.6755963526267	13.6692836911038	13.6523387654751	13.6531279913329	13.7051045384818	13.6688635667996
"ENSMUSG00000000171.5"	13.1488381344896	13.0741489178956	13.077098957479	13.1289521657668	13.2144371872405	13.1489272456612
"ENSMUSG00000000182.9"	6.58914017167221	6.60358781111105	6.54169403880358	6.55513847555138	6.5577849049096	6.56749723596108
"ENSMUSG00000000183.6"	4.98393371006494	5.03251084869315	4.97440290250832	4.99135088585255	4.97853034589292	4.99090879162593
"ENSMUSG00000000184.12"	11.9798988387688	11.938086528463	11.9285061941275	11.9758391929021	11.9691865943186	11.9668426816551
"ENSMUSG00000000194.13"	13.1089744865283	13.1492829473004	13.1420509056171	13.173188251082	13.1272340068873	13.1454250700505
