	SRR1930037	SRR1930038	SRR1930039	SRR1930034	SRR1930035	SRR1930036
ENSMUSG00000026193.15	1111	992	1091	810	718	834
ENSMUSG00000026196.7	47	57	75	47	60	58
ENSMUSG00000026197.12	200	195	199	188	157	195
ENSMUSG00000026198.15	421	344	365	333	280	378
ENSMUSG00000026199.17	783	670	739	662	703	706
ENSMUSG00000026200.13	138	137	157	123	141	134
ENSMUSG00000026201.12	758	636	537	583	591	530
ENSMUSG00000026202.13	9008	7484	6942	7465	6717	7589
ENSMUSG00000026203.16	969	801	777	920	933	984
ENSMUSG00000026204.15	7482	6983	6415	6538	6205	6057
ENSMUSG00000026205.8	63	42	47	53	19	37
ENSMUSG00000026207.16	3496	3011	3024	2899	2632	2718
ENSMUSG00000026208.9	27	30	33	16	28	19
ENSMUSG00000026209.15	472	438	387	403	326	394
ENSMUSG00000026211.17	422	376	364	347	323	338
ENSMUSG00000026213.15	787	575	618	520	523	567
ENSMUSG00000026219.14	6538	6008	6237	5478	6194	5846
ENSMUSG00000026220.6	111	106	126	101	111	97
ENSMUSG00000026222.16	83	91	107	72	80	60
ENSMUSG00000026223.15	11927	8891	9114	9268	7771	8666
ENSMUSG00000026224.11	66	48	48	39	39	23
ENSMUSG00000026226.16	6	7	7	2	3	8
ENSMUSG00000026227.11	186	131	144	140	147	153
ENSMUSG00000026228.6	25	35	39	30	24	28
ENSMUSG00000026229.17	2726	2315	2466	2096	2403	2411
ENSMUSG00000026234.12	1835	1895	1879	1614	2648	1890
ENSMUSG00000026235.14	10411	8715	9153	8528	8261	8542
ENSMUSG00000026237.5	1	0	0	0	0	0
ENSMUSG00000026238.14	5889	4812	5309	4802	4696	5130
ENSMUSG00000026239.14	353	328	294	323	323	290
ENSMUSG00000026240.12	411	356	406	337	359	330
ENSMUSG00000026241.5	111	84	96	69	56	57
ENSMUSG00000026245.16	889	649	668	614	624	599
ENSMUSG00000026246.12	0	0	0	0	0	0
ENSMUSG00000026247.13	39	22	15	15	14	16
ENSMUSG00000026248.9	308	221	264	266	234	253
ENSMUSG00000026249.10	1899	1473	1524	1543	1476	1586
ENSMUSG00000026251.13	6	5	5	1	5	4
ENSMUSG00000026253.14	1	1	1	1	0	3
ENSMUSG00000026254.17	840	840	894	729	826	718
ENSMUSG00000026255.15	283	247	220	244	239	291
ENSMUSG00000026258.5	3	0	5	1	8	0
ENSMUSG00000026259.14	5718	4790	4812	4592	4359	4528
ENSMUSG00000026260.12	2660	2170	2190	2216	1943	2169
ENSMUSG00000026269.14	471	398	425	384	405	394
ENSMUSG00000026270.11	532	413	420	418	407	412
ENSMUSG00000026271.15	18	29	18	18	11	15
ENSMUSG00000026272.6	0	0	0	0	0	0
ENSMUSG00000026273.13	392	312	345	300	310	339
ENSMUSG00000026274.11	120	127	130	99	132	118
ENSMUSG00000026275.13	1884	1851	1818	1447	1884	1663
ENSMUSG00000026276.20	302	247	297	263	311	373
ENSMUSG00000026277.14	3930	3287	3212	3043	3142	3149
ENSMUSG00000026278.14	213	169	157	136	137	162
ENSMUSG00000026279.14	387	354	359	367	323	325
ENSMUSG00000026280.17	1071	812	777	790	859	898
ENSMUSG00000026281.15	351	233	280	279	303	285
ENSMUSG00000026283.13	447	367	372	366	369	430
ENSMUSG00000026285.7	2	3	3	1	1	2
ENSMUSG00000026288.14	388	306	318	320	241	318
ENSMUSG00000026289.15	1796	1460	1604	1406	1412	1467
ENSMUSG00000026295.12	3	1	1	1	0	1
ENSMUSG00000026301.16	12	2	8	5	4	6
ENSMUSG00000026303.6	43	31	55	55	29	41
ENSMUSG00000026304.13	0	0	0	1	0	1
ENSMUSG00000026305.15	1422	1252	1421	1153	1146	1116
ENSMUSG00000026307.12	234	197	198	185	184	181
ENSMUSG00000026308.8	1	3	0	2	1	4
ENSMUSG00000026309.14	728	628	579	551	580	599
ENSMUSG00000026311.16	977	752	852	758	754	818
ENSMUSG00000026312.17	972	787	824	719	734	695
ENSMUSG00000026313.16	3481	3222	3191	2996	3049	3038
ENSMUSG00000026315.13	447	317	363	239	202	275
ENSMUSG00000026317.7	409	382	385	373	459	397
ENSMUSG00000026319.13	2247	1830	2037	1804	1872	1989
ENSMUSG00000026321.7	213	174	229	175	173	172
ENSMUSG00000026322.9	128	69	68	97	79	90
ENSMUSG00000026327.8	6	3	4	0	2	1
ENSMUSG00000026331.13	21	17	43	14	14	12
ENSMUSG00000026333.14	208	157	185	132	166	151
ENSMUSG00000026335.16	6983	5465	5731	5283	5172	5677
ENSMUSG00000026336.13	0	0	0	0	0	0
ENSMUSG00000026339.18	804	700	809	716	773	778
ENSMUSG00000026341.16	3993	3041	3218	3237	2933	3195
ENSMUSG00000026342.10	216	219	211	190	232	203
ENSMUSG00000026343.6	5	0	5	0	0	0
ENSMUSG00000026344.9	2482	1816	1769	1936	1763	1882
ENSMUSG00000026347.13	290	236	255	214	214	197
ENSMUSG00000026348.7	16	4	15	9	15	9
ENSMUSG00000026349.14	2399	2172	2358	2045	2153	1990
ENSMUSG00000026353.9	1866	1468	1603	1432	1612	1498
ENSMUSG00000026354.8	27	27	34	16	22	13
ENSMUSG00000026355.11	184	147	141	161	140	159
ENSMUSG00000026356.15	1016	758	798	813	767	812
ENSMUSG00000026357.3	2	2	2	3	3	3
ENSMUSG00000026358.13	6	5	12	3	9	12
ENSMUSG00000026360.9	1114	1075	921	1022	998	990
ENSMUSG00000026361.9	1481	1315	1563	1155	1456	1321
ENSMUSG00000026365.15	721	717	650	539	475	606
ENSMUSG00000026368.6	0	0	0	1	0	0
ENSMUSG00000026374.14	1675	1447	1435	1320	1493	1422
ENSMUSG00000026377.12	619	467	399	456	420	494
ENSMUSG00000026380.10	250	231	272	271	244	257
ENSMUSG00000026383.14	228	204	232	194	225	224
ENSMUSG00000026384.13	6145	4800	5019	5129	5979	5575
ENSMUSG00000026385.16	830	553	561	536	498	573
ENSMUSG00000026387.15	10	5	8	12	3	8
ENSMUSG00000026388.15	18	8	12	12	12	20
ENSMUSG00000026389.16	34	43	42	28	38	44
ENSMUSG00000026390.7	0	0	0	0	0	0
ENSMUSG00000026393.10	1229	968	936	1008	1004	1046
ENSMUSG00000026394.5	1	1	1	4	1	3
ENSMUSG00000026395.16	101	74	104	111	71	88
ENSMUSG00000026398.14	3	2	4	4	3	2
ENSMUSG00000026399.12	143	97	101	102	74	81
ENSMUSG00000026401.15	0	1	0	1	0	0
ENSMUSG00000026404.12	187	146	163	160	123	174
ENSMUSG00000026405.14	16	12	15	10	13	12
ENSMUSG00000026407.17	11	15	14	11	5	16
ENSMUSG00000026409.14	1102	960	1094	865	895	1032
ENSMUSG00000026411.17	677	513	564	585	545	546
ENSMUSG00000026413.12	5	6	6	2	6	10
ENSMUSG00000026414.13	103	125	113	112	145	150
ENSMUSG00000026415.11	0	1	0	0	0	0
ENSMUSG00000026416.12	0	0	0	0	0	0
ENSMUSG00000026417.13	0	6	4	6	3	6
ENSMUSG00000026418.16	48	52	39	44	34	49
ENSMUSG00000026420.16	0	0	0	0	0	0
ENSMUSG00000026421.14	2981	2383	2433	2680	2410	3078
ENSMUSG00000026424.8	2160	1531	1539	1562	1477	1701
ENSMUSG00000026425.15	1950	1696	1719	1510	1653	1582
ENSMUSG00000026426.10	2913	2569	2673	2429	2254	2517
ENSMUSG00000026427.16	534	493	506	483	465	516
ENSMUSG00000026429.9	60	41	37	25	51	52
ENSMUSG00000026430.16	294	327	326	347	418	381
ENSMUSG00000026432.7	1	1	0	1	2	0
ENSMUSG00000026433.13	56	34	41	27	24	25
ENSMUSG00000026434.12	5692	4897	5309	4929	5356	4885
ENSMUSG00000026435.15	13	13	19	19	21	19
ENSMUSG00000026436.15	1061	1101	994	920	1079	1039
ENSMUSG00000026437.11	334	281	280	181	217	245
ENSMUSG00000026439.14	1052	918	946	865	964	951
ENSMUSG00000026442.14	4668	4371	4434	3735	4302	4266
ENSMUSG00000026443.3	608	542	461	418	492	546
ENSMUSG00000026447.16	429	402	466	412	452	419
ENSMUSG00000026450.14	1	0	3	3	4	3
ENSMUSG00000026452.15	775	795	744	892	1031	1083
ENSMUSG00000026455.14	822	628	700	602	618	647
ENSMUSG00000026456.18	101	85	73	78	66	83
ENSMUSG00000026457.14	1771	1383	1390	1454	1310	1490
ENSMUSG00000026458.13	959	957	902	698	888	845
ENSMUSG00000026459.5	0	0	0	2	0	0
ENSMUSG00000026463.17	14341	12300	12746	10979	11820	11175
ENSMUSG00000026466.16	496	438	455	428	478	447
ENSMUSG00000026468.14	31	13	19	6	14	22
ENSMUSG00000026469.14	3445	3106	3167	3031	3559	3343
ENSMUSG00000026470.14	1880	1479	1557	1670	1532	1692
ENSMUSG00000026471.14	88	89	86	88	68	106
ENSMUSG00000026473.15	38147	29250	29662	29541	27217	33301
ENSMUSG00000026475.7	173	219	200	138	203	196
ENSMUSG00000026478.14	847	910	857	782	978	909
ENSMUSG00000026479.13	833	754	710	677	877	826
ENSMUSG00000026480.12	180	166	235	141	147	171
ENSMUSG00000026482.13	3210	2369	2376	2321	2160	2151
ENSMUSG00000026483.13	67	62	71	75	79	84
ENSMUSG00000026484.13	1025	854	866	808	891	851
ENSMUSG00000026489.13	516	464	436	458	517	473
ENSMUSG00000026490.18	10192	9464	9919	8887	10280	9754
ENSMUSG00000026491.13	2496	2325	2420	1978	2388	2343
ENSMUSG00000026492.11	438	427	420	373	413	405
ENSMUSG00000026494.12	474	343	362	411	454	377
ENSMUSG00000026495.8	210	215	204	184	233	239
ENSMUSG00000026496.11	2159	1964	2130	1715	1904	2054
ENSMUSG00000026497.7	0	0	0	1	2	0
ENSMUSG00000026499.5	767	705	770	711	839	760
ENSMUSG00000026500.6	138	138	105	136	128	122
ENSMUSG00000026502.13	295	247	287	248	268	248
ENSMUSG00000026504.17	841	745	822	669	770	747
ENSMUSG00000026509.15	1854	1471	1504	1368	1404	1523
ENSMUSG00000026510.10	854	732	766	752	834	891
ENSMUSG00000026511.7	1261	892	979	944	911	1005
ENSMUSG00000026514.14	1124	976	982	869	872	859
ENSMUSG00000026516.8	1926	1670	1876	1536	1709	1597
ENSMUSG00000026519.16	235	257	249	276	339	326
ENSMUSG00000026520.8	419	297	268	292	264	300
ENSMUSG00000026523.14	2	0	3	0	1	0
ENSMUSG00000026525.9	81	76	69	52	43	33
ENSMUSG00000026526.14	1063	780	817	919	748	871
ENSMUSG00000026527.13	2726	2377	2361	2146	2264	2205
ENSMUSG00000026531.4	0	0	0	0	0	0
ENSMUSG00000026532.7	6	4	7	3	8	7
ENSMUSG00000026535.9	1	0	1	0	0	0
ENSMUSG00000026536.9	6	0	4	1	0	0
ENSMUSG00000026542.6	0	0	0	0	0	0
ENSMUSG00000026544.6	230	242	223	192	223	212
ENSMUSG00000026546.16	95	82	111	54	76	58
ENSMUSG00000026547.15	69	60	66	64	56	45
ENSMUSG00000026548.4	5	5	1	0	6	4
ENSMUSG00000026553.17	5836	4829	4838	5030	4747	5075
ENSMUSG00000026554.15	3401	2905	3044	2939	3044	3127
ENSMUSG00000026556.15	261	240	274	206	239	217
ENSMUSG00000026558.13	888	762	720	786	840	840
ENSMUSG00000026560.13	0	0	0	0	0	0
ENSMUSG00000026563.13	594	435	419	473	444	419
ENSMUSG00000026564.9	12	7	8	8	3	5
ENSMUSG00000026565.18	880	784	919	801	865	870
ENSMUSG00000026566.15	70	79	58	49	88	75
ENSMUSG00000026567.16	54	37	56	33	35	31
ENSMUSG00000026568.6	732	605	693	653	520	582
ENSMUSG00000026571.12	3389	2947	2761	2476	2617	2649
ENSMUSG00000026572.11	0	0	0	1	0	0
ENSMUSG00000026573.7	0	1	0	1	0	0
ENSMUSG00000026574.5	1	4	3	2	2	1
ENSMUSG00000026575.15	491	394	395	335	358	373
ENSMUSG00000026576.12	15878	14114	13426	13981	17029	15349
ENSMUSG00000026577.13	545	459	495	404	433	524
ENSMUSG00000026578.6	628	567	496	497	464	550
ENSMUSG00000026579.8	16	13	12	7	7	10
ENSMUSG00000026580.16	0	0	0	0	0	0
ENSMUSG00000026581.14	5	9	12	6	4	3
ENSMUSG00000026582.6	0	1	0	0	0	0
ENSMUSG00000026584.14	943	761	817	755	676	745
ENSMUSG00000026585.13	6303	5128	5514	4854	5571	5647
ENSMUSG00000026586.16	223	168	221	196	205	193
ENSMUSG00000026587.15	7902	7328	6931	6235	7577	6662
ENSMUSG00000026589.14	51	19	28	28	10	13
ENSMUSG00000026592.13	1	0	1	1	0	0
ENSMUSG00000026594.14	1724	1532	1691	1523	1558	1676
ENSMUSG00000026596.13	1715	1579	1771	1610	1842	1562
ENSMUSG00000026600.12	1253	998	1131	1104	1203	1195
ENSMUSG00000026601.14	47	49	86	33	51	69
ENSMUSG00000026602.9	11	8	15	11	2	4
ENSMUSG00000026603.13	841	806	848	626	781	812
ENSMUSG00000026604.17	282	299	311	383	388	395
ENSMUSG00000026605.14	59	35	55	38	42	41
ENSMUSG00000026608.13	1423	1286	1226	1213	1415	1342
ENSMUSG00000026609.15	38	29	21	24	41	27
ENSMUSG00000026610.13	770	764	791	921	1132	1038
ENSMUSG00000026611.17	7	4	6	3	6	7
ENSMUSG00000026614.6	298	221	248	270	230	238
ENSMUSG00000026615.14	3846	2964	3179	3092	2931	3157
ENSMUSG00000026616.15	58	39	72	35	34	34
ENSMUSG00000026617.16	1398	1047	1077	1049	1002	1098
ENSMUSG00000026618.11	1478	1253	1339	1251	1177	1421
ENSMUSG00000026620.11	2304	1979	2028	1927	1998	1920
ENSMUSG00000026621.13	2	0	1	0	1	3
ENSMUSG00000026622.15	16	20	16	9	10	11
ENSMUSG00000026623.16	8718	7397	7768	6919	7729	7716
ENSMUSG00000026626.11	4064	3490	3909	3453	3497	3490
ENSMUSG00000026627.7	157	162	145	125	175	163
ENSMUSG00000026628.13	14	11	8	4	8	1
ENSMUSG00000026630.9	7	4	4	9	5	11
ENSMUSG00000026632.17	310	247	282	254	247	261
ENSMUSG00000026634.16	1276	972	1045	948	995	1056
ENSMUSG00000026637.13	178	194	251	169	197	159
ENSMUSG00000026638.15	85	48	48	49	31	41
ENSMUSG00000026639.18	46	66	69	37	48	42
ENSMUSG00000026640.12	6495	5921	5882	4665	5168	4792
ENSMUSG00000026641.13	759	629	659	551	569	637
ENSMUSG00000026643.16	2715	2206	2369	2292	2331	2335
ENSMUSG00000026644.7	1	4	1	4	3	2
ENSMUSG00000026645.11	0	0	2	0	1	0
ENSMUSG00000026646.16	151	146	119	103	125	101
ENSMUSG00000026648.18	428	350	358	305	337	355
ENSMUSG00000026649.14	5	4	4	1	3	2
ENSMUSG00000026650.15	10	13	12	8	11	10
ENSMUSG00000026655.15	211	164	177	191	193	237
ENSMUSG00000026656.15	66	47	36	33	28	39
ENSMUSG00000026657.16	1098	974	1082	942	1039	1063
ENSMUSG00000026659.13	238	212	243	199	193	199
ENSMUSG00000026662.13	460	455	420	419	428	468
ENSMUSG00000026663.6	3956	3279	3290	3004	2556	2896
ENSMUSG00000026664.7	1255	1068	1173	1032	1117	1268
ENSMUSG00000026667.14	5421	4684	4971	4628	5533	5129
ENSMUSG00000026668.10	12	6	7	5	4	4
ENSMUSG00000026669.14	19	8	16	15	16	21
ENSMUSG00000026670.15	1056	946	922	865	910	940
ENSMUSG00000026672.11	416	390	412	382	452	463
ENSMUSG00000026674.9	272	226	244	231	166	199
ENSMUSG00000026675.12	536	440	392	468	456	446
ENSMUSG00000026676.7	165	144	136	118	125	122
ENSMUSG00000026678.10	2274	1848	2025	1680	1831	1949
ENSMUSG00000026679.3	79	58	55	28	34	47
ENSMUSG00000026683.14	43	31	31	30	24	32
ENSMUSG00000026686.14	3	0	1	0	1	2
ENSMUSG00000026687.14	245	185	225	222	255	209
ENSMUSG00000026688.5	1337	1054	985	1042	905	1038
ENSMUSG00000026691.10	0	0	0	0	0	0
ENSMUSG00000026692.12	1	2	0	1	3	0
ENSMUSG00000026694.19	351	281	321	287	323	323
ENSMUSG00000026696.15	1187	1047	1076	1004	1152	1054
ENSMUSG00000026697.10	610	437	383	446	366	466
ENSMUSG00000026698.8	253	174	197	202	162	178
ENSMUSG00000026700.4	0	0	0	0	0	0
ENSMUSG00000026701.15	2277	1826	1780	1735	1704	1959
ENSMUSG00000026705.16	741	686	696	711	672	645
ENSMUSG00000026707.15	162	163	157	143	153	145
ENSMUSG00000026708.16	23	28	32	18	22	26
ENSMUSG00000026709.10	411	322	344	314	334	335
ENSMUSG00000026712.3	244	170	184	139	97	154
ENSMUSG00000026715.12	39	47	60	51	45	48
ENSMUSG00000026718.17	2002	1599	1647	1634	1532	1569
ENSMUSG00000026721.16	5980	5395	5806	4865	5964	5666
ENSMUSG00000026723.10	141	90	112	129	103	101
ENSMUSG00000026725.17	26	26	19	14	12	10
ENSMUSG00000026726.10	24	33	27	25	12	14
ENSMUSG00000026727.10	528	506	497	445	453	487
ENSMUSG00000026728.9	684	534	529	465	380	454
ENSMUSG00000026730.12	1830	1570	1539	1395	1631	1612
ENSMUSG00000026734.9	1	0	1	0	0	1
ENSMUSG00000026735.2	0	0	0	0	0	0
ENSMUSG00000026736.1	22	15	20	20	20	22
ENSMUSG00000026737.12	776	801	713	743	1123	894
ENSMUSG00000026739.13	1282	1060	1034	1070	1053	1088
ENSMUSG00000026740.12	1302	1149	1211	1044	1112	1069
ENSMUSG00000026743.16	1422	1208	1181	1163	1125	1180
ENSMUSG00000026748.13	1831	1745	1715	1342	1514	1586
ENSMUSG00000026749.11	509	466	450	495	483	468
ENSMUSG00000026750.6	1765	1296	1398	1428	1310	1435
ENSMUSG00000026751.14	0	0	0	0	1	1
ENSMUSG00000026753.5	1721	1313	1375	1333	1288	1484
ENSMUSG00000026754.16	1148	952	945	803	888	910
ENSMUSG00000026755.14	1291	1084	1166	1014	943	1018
ENSMUSG00000026761.12	1407	1106	1308	1186	1203	1226
ENSMUSG00000026764.15	31241	27793	29481	24944	28838	28341
ENSMUSG00000026765.12	166	152	139	157	130	170
ENSMUSG00000026766.16	388	333	283	284	312	352
ENSMUSG00000026767.12	779	581	614	582	660	714
ENSMUSG00000026768.10	421	378	401	379	368	421
ENSMUSG00000026770.5	19	29	41	27	34	16
ENSMUSG00000026771.14	971	765	951	762	885	844
ENSMUSG00000026773.19	255	277	259	253	262	265
ENSMUSG00000026774.11	7	9	10	5	10	4
ENSMUSG00000026775.9	2647	2056	2177	1938	1987	2096
ENSMUSG00000026778.13	248	220	186	227	194	264
ENSMUSG00000026779.6	81	49	51	28	45	44
ENSMUSG00000026781.17	1977	1813	1897	1586	1855	1784
ENSMUSG00000026782.15	10057	8587	9274	8194	8238	8436
ENSMUSG00000026784.14	282	224	260	263	246	271
ENSMUSG00000026785.14	13	14	8	11	6	7
ENSMUSG00000026786.14	28	24	22	21	34	19
ENSMUSG00000026787.3	2681	2270	2369	1882	2044	1955
ENSMUSG00000026788.13	833	649	709	648	670	646
ENSMUSG00000026790.19	2058	2137	2301	1590	1978	1906
ENSMUSG00000026791.14	302	266	284	255	256	253
ENSMUSG00000026792.16	725	655	685	655	636	694
ENSMUSG00000026796.16	653	810	705	734	596	657
ENSMUSG00000026797.16	7823	8489	7748	6684	9338	7983
ENSMUSG00000026798.10	361	278	287	251	238	253
ENSMUSG00000026799.15	370	323	360	350	269	309
ENSMUSG00000026803.17	411	341	346	324	304	310
ENSMUSG00000026805.14	1	1	2	1	2	2
ENSMUSG00000026806.15	170	150	142	136	147	130
ENSMUSG00000026807.8	20	13	14	10	17	7
ENSMUSG00000026809.15	0	6	1	1	4	0
ENSMUSG00000026810.12	334	281	296	265	284	284
ENSMUSG00000026811.18	1817	1516	1494	1499	1378	1491
ENSMUSG00000026812.16	2405	2296	2268	2076	2302	2177
ENSMUSG00000026814.16	98	125	122	100	122	87
ENSMUSG00000026815.14	0	0	0	0	0	0
ENSMUSG00000026816.14	192	208	157	171	194	162
ENSMUSG00000026817.14	2729	2326	2401	2086	2131	2430
ENSMUSG00000026818.5	0	1	1	1	2	3
ENSMUSG00000026819.15	1162	1024	1011	933	1056	1053
ENSMUSG00000026820.5	628	459	484	440	443	505
ENSMUSG00000026821.15	2222	2079	1845	1940	1757	1898
ENSMUSG00000026822.14	6	5	4	1	0	0
ENSMUSG00000026824.11	3675	3543	3839	2787	3942	3346
ENSMUSG00000026825.17	14928	13319	12145	12353	13707	13147
ENSMUSG00000026826.13	577	706	575	817	1076	833
ENSMUSG00000026827.12	3657	3251	3281	3178	3403	3421
ENSMUSG00000026828.11	7	6	12	7	8	12
ENSMUSG00000026829.9	15	19	18	15	11	19
ENSMUSG00000026830.9	979	930	854	1109	1124	1217
ENSMUSG00000026831.16	38	24	21	14	7	11
ENSMUSG00000026832.12	10	9	3	5	4	4
ENSMUSG00000026833.18	18443	16587	16186	16132	17008	17568
ENSMUSG00000026834.13	655	438	470	586	600	619
ENSMUSG00000026835.15	2	0	2	0	0	0
ENSMUSG00000026836.15	291	252	242	257	330	249
ENSMUSG00000026837.15	2149	1715	2169	2478	2264	2479
ENSMUSG00000026839.17	445	442	474	404	505	544
ENSMUSG00000026840.14	167	143	151	112	92	108
ENSMUSG00000026841.7	112	80	79	119	140	65
ENSMUSG00000026842.16	1341	1148	1272	1047	1096	1231
ENSMUSG00000026843.15	684	589	638	564	538	550
ENSMUSG00000026848.14	916	701	792	688	710	744
ENSMUSG00000026849.18	534	417	407	370	362	382
ENSMUSG00000026851.9	1540	1256	1300	1246	1201	1286
ENSMUSG00000026853.15	823	773	726	696	723	734
ENSMUSG00000026854.16	1356	1276	1190	1219	1259	1328
ENSMUSG00000026856.14	328	292	290	296	259	242
ENSMUSG00000026857.9	295	240	245	258	213	229
ENSMUSG00000026858.18	1838	1459	1485	1531	1385	1549
ENSMUSG00000026860.16	3485	3071	2976	2885	2648	2920
ENSMUSG00000026864.13	7604	4695	4449	4713	4510	4751
ENSMUSG00000026866.16	8	9	8	8	14	13
ENSMUSG00000026867.18	2660	2248	2408	2208	2468	2381
ENSMUSG00000026869.12	1280	980	1034	925	873	1010
ENSMUSG00000026870.19	5	5	8	5	3	5
ENSMUSG00000026872.17	5711	4900	5111	5082	5402	5312
ENSMUSG00000026873.9	16	12	9	21	13	15
ENSMUSG00000026874.10	2	0	0	2	1	4
ENSMUSG00000026875.14	11	7	13	4	9	6
ENSMUSG00000026878.17	3344	2911	3075	2670	3370	3025
ENSMUSG00000026879.14	1206	1069	1092	1045	985	1112
ENSMUSG00000026880.11	216	191	190	204	161	188
ENSMUSG00000026882.1	0	0	0	0	0	0
ENSMUSG00000026883.17	3796	3293	3252	3660	3356	3637
ENSMUSG00000026885.13	735	586	573	641	536	589
ENSMUSG00000026887.9	323	252	249	264	287	275
ENSMUSG00000026888.14	267	287	263	241	285	299
ENSMUSG00000026889.12	1036	859	839	751	802	846
ENSMUSG00000026890.19	380	297	332	274	250	273
ENSMUSG00000026893.4	99	94	108	77	162	105
ENSMUSG00000026894.4	7	3	1	4	3	2
ENSMUSG00000026895.7	844	733	661	749	701	711
ENSMUSG00000026896.14	216	209	190	185	191	191
ENSMUSG00000026904.17	10692	8639	9079	8973	8686	9220
ENSMUSG00000026914.15	1301	991	1071	999	1004	1060
ENSMUSG00000026915.16	15159	12732	14394	11957	14326	13098
ENSMUSG00000026917.15	475	406	419	363	418	391
ENSMUSG00000026918.16	1154	1112	1104	916	1192	1006
ENSMUSG00000026919.1	0	0	0	0	0	0
ENSMUSG00000026921.18	423	284	315	308	243	300
ENSMUSG00000026922.13	19	15	18	26	13	13
ENSMUSG00000026923.15	775	658	625	669	620	582
ENSMUSG00000026924.17	2687	2418	2392	2332	2298	2501
ENSMUSG00000026925.16	795	676	694	657	657	679
ENSMUSG00000026926.14	1543	1395	1296	1259	1390	1473
ENSMUSG00000026927.17	1745	1556	1479	1409	1374	1439
ENSMUSG00000026928.14	52	38	46	35	37	47
ENSMUSG00000026930.15	1006	822	892	829	776	854
ENSMUSG00000026931.10	0	3	0	0	2	1
ENSMUSG00000026932.14	2352	1855	1864	2061	2071	2049
ENSMUSG00000026933.17	3646	3395	3440	3083	3487	3408
ENSMUSG00000026934.15	6	2	0	2	2	2
ENSMUSG00000026936.3	0	0	0	0	0	0
ENSMUSG00000026937.12	0	0	0	0	0	0
ENSMUSG00000026938.10	3	5	2	8	3	2
ENSMUSG00000026939.12	179	171	143	146	134	187
ENSMUSG00000026940.3	15	10	17	11	15	15
ENSMUSG00000026941.16	73	69	60	63	57	67
ENSMUSG00000026942.13	171	133	163	129	121	151
ENSMUSG00000026943.12	0	0	0	0	0	0
ENSMUSG00000026944.18	5118	4877	4725	4400	4850	5033
ENSMUSG00000026946.9	62	35	36	37	39	36
ENSMUSG00000026950.17	87	110	97	47	88	84
ENSMUSG00000026955.13	31	11	12	17	13	11
ENSMUSG00000026956.15	192	156	155	131	157	170
ENSMUSG00000026958.13	419	326	281	294	257	259
ENSMUSG00000026959.13	9292	9236	8338	8801	9247	9087
ENSMUSG00000026960.6	155	125	119	120	101	147
ENSMUSG00000026961.6	51	66	81	48	73	61
ENSMUSG00000026963.4	9	17	14	5	22	15
ENSMUSG00000026965.12	552	632	542	530	702	583
ENSMUSG00000026966.6	388	255	266	288	235	259
ENSMUSG00000026969.3	8	8	7	4	4	3
ENSMUSG00000026970.16	396	403	371	441	396	345
ENSMUSG00000026971.15	13	14	14	12	21	15
ENSMUSG00000026972.15	116	162	147	141	131	153
ENSMUSG00000026974.11	325	290	275	263	274	251
ENSMUSG00000026975.10	306	248	225	258	195	251
ENSMUSG00000026976.15	9	9	14	7	2	2
ENSMUSG00000026977.17	1848	1594	1732	1663	1648	1668
ENSMUSG00000026979.16	29	19	18	15	17	17
ENSMUSG00000026980.15	34	29	29	38	29	38
ENSMUSG00000026981.15	6	14	11	8	3	7
ENSMUSG00000026983.10	0	2	1	0	2	0
ENSMUSG00000026984.4	0	0	0	0	0	0
ENSMUSG00000026985.1	0	0	0	0	1	0
ENSMUSG00000026986.14	564	428	486	337	343	406
ENSMUSG00000026987.16	1566	1738	1767	1628	1973	1938
ENSMUSG00000026988.15	207	173	175	182	168	161
ENSMUSG00000026989.5	10	6	8	8	0	2
ENSMUSG00000026991.20	4036	3761	3379	3557	3431	3762
ENSMUSG00000026994.9	25	52	48	27	38	36
ENSMUSG00000026999.14	278	191	187	167	186	182
ENSMUSG00000027001.10	264	181	212	207	213	194
ENSMUSG00000027002.13	10503	9982	9341	8678	10679	8845
ENSMUSG00000027004.3	156	166	200	55	88	102
ENSMUSG00000027006.13	1631	1488	1480	1164	1405	1403
ENSMUSG00000027007.16	727	737	663	654	850	799
ENSMUSG00000027009.18	1268	1404	1606	1048	1404	1214
ENSMUSG00000027010.16	2511	2353	2259	2306	2354	2546
ENSMUSG00000027011.14	1417	1104	1216	1178	1119	1209
ENSMUSG00000027012.15	2654	2604	2673	2205	2582	2395
ENSMUSG00000027014.14	623	528	538	519	506	480
ENSMUSG00000027015.4	59	39	41	46	49	48
ENSMUSG00000027016.17	542	558	476	587	649	592
ENSMUSG00000027018.11	242	198	196	174	184	182
ENSMUSG00000027022.13	139	120	167	145	168	118
ENSMUSG00000027030.15	2515	2078	1963	2198	2115	2289
ENSMUSG00000027035.10	2517	1722	1836	1991	1786	1828
ENSMUSG00000027048.15	0	0	1	0	0	0
ENSMUSG00000027067.16	1938	1562	1551	1489	1629	1559
ENSMUSG00000027068.6	11	7	15	10	14	9
ENSMUSG00000027070.14	14	13	15	14	15	8
ENSMUSG00000027071.14	6	12	11	6	13	7
ENSMUSG00000027072.13	0	0	0	0	0	0
ENSMUSG00000027073.5	1	0	1	1	0	0
ENSMUSG00000027074.14	13	12	13	15	8	12
ENSMUSG00000027075.16	16	13	9	9	7	6
ENSMUSG00000027076.10	297	258	251	220	217	223
ENSMUSG00000027077.7	0	0	0	0	0	0
