	SRR1930037	SRR1930038	SRR1930039	SRR1930034	SRR1930035	SRR1930036
ENSMUSG00000000394.15	0	0	1	0	0	0
ENSMUSG00000000399.10	1132	815	807	854	810	905
ENSMUSG00000000402.2	46	56	51	32	44	39
ENSMUSG00000000409.14	18	15	22	11	18	13
ENSMUSG00000000411.7	7	6	1	11	8	3
ENSMUSG00000000416.16	3220	2774	3133	2410	2887	2659
ENSMUSG00000000420.15	1363	1087	1124	1077	1129	1099
ENSMUSG00000000435.1	1	0	0	2	1	0
ENSMUSG00000000439.9	1286	1061	1083	1026	1012	1071
ENSMUSG00000000440.12	204	175	187	139	164	186
ENSMUSG00000000441.17	1376	1073	1141	1173	1080	1205
ENSMUSG00000000486.13	19	12	15	16	17	19
ENSMUSG00000000489.7	459	513	522	461	443	483
ENSMUSG00000000530.16	137	130	134	105	111	115
ENSMUSG00000000531.5	980	909	849	1072	774	871
ENSMUSG00000000532.11	3213	2779	2732	2459	2610	2647
ENSMUSG00000000538.18	5635	4808	4862	4852	4501	4895
ENSMUSG00000000544.14	0	0	0	0	0	0
ENSMUSG00000000552.10	333	302	321	302	283	304
ENSMUSG00000000555.8	75	75	67	61	41	35
ENSMUSG00000000560.9	2237	2071	1929	1698	2138	1828
ENSMUSG00000000561.14	679	510	501	510	578	558
ENSMUSG00000000562.5	26	34	34	23	33	27
ENSMUSG00000000563.17	4980	3953	3552	3884	3383	3862
ENSMUSG00000000567.5	232	180	201	208	268	198
ENSMUSG00000000568.15	1410	1439	1590	1213	2027	1481
ENSMUSG00000000579.14	62	53	90	59	58	94
ENSMUSG00000000581.8	600	433	446	362	398	404
ENSMUSG00000000594.7	1027	1024	857	792	914	969
ENSMUSG00000000600.15	2953	2820	3151	2378	2796	2588
ENSMUSG00000000605.9	4501	3762	4017	3649	3900	3844
ENSMUSG00000000606.18	45	37	61	36	43	58
ENSMUSG00000000617.14	3	3	2	4	3	1
ENSMUSG00000000627.15	342	351	299	317	383	335
ENSMUSG00000000628.10	70	39	47	61	42	50
ENSMUSG00000000631.20	4652	4265	4143	3783	4299	4042
ENSMUSG00000000632.13	2999	2600	2593	2131	2308	2260
ENSMUSG00000000673.9	3	10	8	7	8	17
ENSMUSG00000000682.7	14	7	8	7	4	6
ENSMUSG00000000686.11	27	26	33	27	25	24
ENSMUSG00000000690.5	0	0	2	0	1	1
ENSMUSG00000000693.10	117	90	86	99	97	85
ENSMUSG00000000701.8	0	0	0	0	0	0
ENSMUSG00000000706.16	2	0	4	3	1	2
ENSMUSG00000000708.14	561	482	497	485	493	610
ENSMUSG00000000711.3	4572	3760	3738	3640	3616	4032
ENSMUSG00000000724.10	5	11	3	5	7	10
ENSMUSG00000000730.13	1	0	1	1	0	0
ENSMUSG00000000731.15	12	7	12	10	7	13
ENSMUSG00000000732.9	77	99	94	71	80	94
ENSMUSG00000000738.18	746	681	698	608	678	719
ENSMUSG00000000739.14	95	74	88	82	98	72
ENSMUSG00000000740.12	2093	1515	1600	1737	1268	1494
ENSMUSG00000000743.9	1234	928	906	973	829	951
ENSMUSG00000000751.13	844	674	718	730	724	774
ENSMUSG00000000753.15	168	151	151	143	94	150
ENSMUSG00000000759.14	1090	946	956	878	969	920
ENSMUSG00000000766.18	73	60	63	56	50	53
ENSMUSG00000000776.13	464	454	461	405	426	460
ENSMUSG00000000782.15	20	29	39	27	21	21
ENSMUSG00000000787.12	4247	3739	3686	3460	4305	4031
ENSMUSG00000000791.9	10	7	8	13	10	15
ENSMUSG00000000792.2	324	298	314	236	232	248
ENSMUSG00000000794.9	508	538	505	413	464	408
ENSMUSG00000000804.14	4485	3901	4114	3464	4409	4120
ENSMUSG00000000805.18	357	404	316	240	235	222
ENSMUSG00000000811.13	82	71	78	67	62	69
ENSMUSG00000000817.10	0	1	4	1	0	0
ENSMUSG00000000823.16	1131	919	988	890	1016	914
ENSMUSG00000000826.16	8296	6858	7146	6772	6710	7121
ENSMUSG00000000827.18	1062	869	932	825	805	889
ENSMUSG00000000838.17	1860	1530	1707	1375	1709	1490
ENSMUSG00000000861.15	2041	2224	2292	1984	2550	2360
ENSMUSG00000000869.12	1	0	1	3	1	0
ENSMUSG00000000876.11	242	200	194	188	171	181
ENSMUSG00000000881.12	3406	3318	3103	2474	3351	2948
ENSMUSG00000000884.17	50	33	39	33	36	31
ENSMUSG00000000889.8	6	4	3	1	2	2
ENSMUSG00000000901.17	23	22	14	25	25	24
ENSMUSG00000000902.13	950	804	851	741	687	788
ENSMUSG00000000903.3	2	0	1	0	0	1
ENSMUSG00000000915.15	3013	2532	2643	2628	2825	2883
ENSMUSG00000000916.15	220	180	200	225	238	189
ENSMUSG00000000934.9	342	279	301	240	318	309
ENSMUSG00000000938.11	0	1	0	0	0	0
ENSMUSG00000000942.10	0	0	0	0	0	0
ENSMUSG00000000948.16	1424	1543	1804	1427	2136	1655
ENSMUSG00000000957.11	160	110	79	132	65	104
ENSMUSG00000000958.10	45	40	32	28	27	26
ENSMUSG00000000959.7	715	572	535	593	568	598
ENSMUSG00000000976.13	402	383	380	366	333	340
ENSMUSG00000000982.5	1	0	0	2	0	1
ENSMUSG00000000983.13	4	3	2	2	2	4
ENSMUSG00000001014.6	18	16	9	8	7	15
ENSMUSG00000001016.12	1553	1286	1445	1352	1260	1430
ENSMUSG00000001017.15	2130	1710	1748	1718	1629	1645
ENSMUSG00000001018.15	835	716	669	684	679	791
ENSMUSG00000001020.8	12	9	5	10	13	10
ENSMUSG00000001021.12	16	5	15	11	4	10
ENSMUSG00000001023.10	0	0	0	0	0	0
ENSMUSG00000001025.8	108	61	71	64	57	59
ENSMUSG00000001027.7	1	0	0	2	0	0
ENSMUSG00000001029.15	19	21	15	22	13	11
ENSMUSG00000001034.17	245	252	194	206	222	200
ENSMUSG00000001036.17	2133	1940	1786	1791	1943	1895
ENSMUSG00000001039.12	203	160	161	139	121	112
ENSMUSG00000001052.15	977	954	977	919	1085	936
ENSMUSG00000001053.15	212	234	234	190	233	249
ENSMUSG00000001054.9	1057	889	926	843	721	903
ENSMUSG00000001056.3	549	456	459	362	358	440
ENSMUSG00000001062.18	702	683	714	706	712	688
ENSMUSG00000001065.15	566	559	543	475	581	581
ENSMUSG00000001076.7	0	0	0	1	0	0
ENSMUSG00000001082.12	353	336	310	305	289	315
ENSMUSG00000001089.14	2840	2699	2746	2671	3158	3152
ENSMUSG00000001095.5	0	0	0	0	0	0
ENSMUSG00000001098.15	818	702	648	741	672	714
ENSMUSG00000001100.10	1466	1228	1249	1230	1197	1248
ENSMUSG00000001103.7	49	23	25	30	16	29
ENSMUSG00000001105.15	1016	855	807	775	748	787
ENSMUSG00000001119.7	1896	1595	1770	2382	1842	2180
ENSMUSG00000001120.15	656	606	529	684	694	687
ENSMUSG00000001123.15	56	57	46	48	36	44
ENSMUSG00000001127.12	2465	1890	1910	2008	1942	2009
ENSMUSG00000001128.7	138	120	109	102	115	100
ENSMUSG00000001131.11	15	15	12	11	7	11
ENSMUSG00000001134.9	91	65	65	65	50	64
ENSMUSG00000001138.13	356	384	372	356	339	363
ENSMUSG00000001143.13	485	416	436	425	460	360
ENSMUSG00000001150.7	1661	1457	1465	1385	1529	1530
ENSMUSG00000001151.10	1770	1465	1540	1347	1585	1814
ENSMUSG00000001155.13	6	7	5	9	7	1
ENSMUSG00000001156.9	665	716	727	538	780	680
ENSMUSG00000001157.13	479	462	474	399	470	487
ENSMUSG00000001158.13	783	615	625	575	627	562
ENSMUSG00000001166.17	19	11	18	21	20	22
ENSMUSG00000001168.16	0	0	0	0	0	0
ENSMUSG00000001173.15	1535	1479	1433	1277	1413	1386
ENSMUSG00000001175.14	86041	68266	70596	67627	63653	66661
ENSMUSG00000001211.15	2706	2465	2326	2268	2734	2435
ENSMUSG00000001225.12	36	27	48	42	57	30
ENSMUSG00000001227.12	2411	2376	2063	2125	2050	2217
ENSMUSG00000001228.14	32	21	24	20	15	21
ENSMUSG00000001229.9	812	718	695	613	667	570
ENSMUSG00000001240.13	220	150	162	134	125	141
ENSMUSG00000001247.16	145	104	122	127	93	109
ENSMUSG00000001248.15	2652	2284	2212	2134	2131	2258
ENSMUSG00000001249.14	13	16	9	20	8	15
ENSMUSG00000001260.10	528	442	458	346	387	441
ENSMUSG00000001270.9	18815	14415	13617	16559	13753	15838
ENSMUSG00000001280.13	854	842	804	708	806	791
ENSMUSG00000001281.10	14	9	5	5	7	8
ENSMUSG00000001285.12	359	263	281	304	284	302
ENSMUSG00000001288.15	194	218	206	186	200	223
ENSMUSG00000001289.12	2610	1929	1941	1855	1834	2086
ENSMUSG00000001300.16	629	638	580	623	816	755
ENSMUSG00000001305.5	218	213	220	175	161	184
ENSMUSG00000001313.12	515	481	417	387	419	366
ENSMUSG00000001323.17	2609	2300	2208	2202	2199	2127
ENSMUSG00000001333.9	17	15	15	12	18	15
ENSMUSG00000001334.9	1773	1580	1609	1103	1381	1445
ENSMUSG00000001348.15	3	0	1	2	1	1
ENSMUSG00000001349.5	13	12	10	5	11	8
ENSMUSG00000001366.14	1368	1194	1219	1089	1122	1216
ENSMUSG00000001376.17	2210	1884	1951	1648	1764	1770
ENSMUSG00000001380.7	2126	1826	1852	1657	1606	1794
ENSMUSG00000001383.9	2366	2037	2204	1931	2027	2189
ENSMUSG00000001403.13	16	9	12	16	12	16
ENSMUSG00000001415.10	2057	1603	1620	1575	1550	1743
ENSMUSG00000001416.13	1774	1315	1374	1396	1218	1458
ENSMUSG00000001418.13	378	353	344	329	309	394
ENSMUSG00000001419.17	3655	3390	3321	3118	3232	3220
ENSMUSG00000001420.13	5	4	6	8	4	5
ENSMUSG00000001424.14	1466	1250	1277	1198	1204	1196
ENSMUSG00000001435.15	98	77	92	100	78	83
ENSMUSG00000001436.15	188	136	159	142	154	149
ENSMUSG00000001440.5	4562	4115	3990	3683	3884	3993
ENSMUSG00000001441.13	1661	1554	1432	1431	1685	1556
ENSMUSG00000001444.2	2	0	0	1	1	0
ENSMUSG00000001445.10	614	519	524	494	440	515
ENSMUSG00000001467.5	1471	1272	1171	1185	1569	1428
ENSMUSG00000001472.17	12202	10375	10504	10789	10325	11400
ENSMUSG00000001473.7	54	70	56	63	50	48
ENSMUSG00000001482.15	738	636	604	605	605	605
ENSMUSG00000001493.9	1	9	6	2	1	3
ENSMUSG00000001494.6	1	1	0	2	1	2
ENSMUSG00000001496.15	3	1	7	3	14	8
ENSMUSG00000001497.18	1	2	3	3	3	5
ENSMUSG00000001504.10	0	0	0	1	0	0
ENSMUSG00000001506.10	344	225	132	140	96	134
ENSMUSG00000001507.16	370	338	351	328	326	318
ENSMUSG00000001508.15	5	4	9	3	5	5
ENSMUSG00000001510.8	3	7	5	0	4	3
ENSMUSG00000001517.14	30	18	12	10	21	20
ENSMUSG00000001518.12	348	274	311	339	298	293
ENSMUSG00000001520.12	287	273	284	224	216	234
ENSMUSG00000001521.12	225	254	258	209	231	208
ENSMUSG00000001524.14	252	179	189	173	181	167
ENSMUSG00000001525.10	9245	7903	7923	7919	7508	8002
ENSMUSG00000001542.7	1395	1199	1173	1075	1087	1048
ENSMUSG00000001552.14	982	854	759	767	678	715
ENSMUSG00000001555.10	124	101	118	106	100	120
ENSMUSG00000001558.5	20	14	14	14	15	16
ENSMUSG00000001566.9	0	0	0	0	0	0
ENSMUSG00000001569.10	1031	964	1051	873	1049	993
ENSMUSG00000001576.15	2447	2104	2195	1992	1837	1991
ENSMUSG00000001583.13	4	1	5	3	9	4
ENSMUSG00000001588.12	0	0	0	1	0	5
ENSMUSG00000001604.14	7	6	6	6	1	2
ENSMUSG00000001622.15	7	6	9	7	2	5
ENSMUSG00000001627.12	1200	852	890	821	822	848
ENSMUSG00000001630.13	502	496	487	500	546	510
ENSMUSG00000001632.16	1218	1157	1188	1018	1062	1113
ENSMUSG00000001642.18	592	513	514	465	470	473
ENSMUSG00000001655.6	0	0	1	0	0	1
ENSMUSG00000001656.3	0	0	0	0	0	0
ENSMUSG00000001657.7	12	14	20	8	15	11
ENSMUSG00000001661.5	0	0	0	0	0	0
ENSMUSG00000001663.10	171	159	159	119	123	150
ENSMUSG00000001665.11	18	20	24	20	21	18
ENSMUSG00000001666.8	112	95	83	81	98	99
ENSMUSG00000001670.13	1	0	0	0	0	0
ENSMUSG00000001672.14	10	9	6	9	4	6
ENSMUSG00000001674.11	550	431	440	426	401	414
ENSMUSG00000001687.15	3653	2779	2857	3035	2863	3197
ENSMUSG00000001700.10	253	219	194	183	215	205
ENSMUSG00000001707.8	275	221	196	190	208	193
ENSMUSG00000001729.14	1811	1509	1408	1556	1487	1435
ENSMUSG00000001739.14	1	1	3	1	1	3
ENSMUSG00000001741.12	101	117	106	91	97	86
ENSMUSG00000001750.16	243	201	191	192	193	200
ENSMUSG00000001751.9	91	82	78	115	86	99
ENSMUSG00000001755.12	322	252	260	288	244	299
ENSMUSG00000001761.7	321	236	230	274	176	213
ENSMUSG00000001763.14	439	372	401	372	307	355
ENSMUSG00000001767.5	629	585	588	541	555	581
ENSMUSG00000001768.16	899	716	744	633	634	798
ENSMUSG00000001773.14	172	131	129	74	115	120
ENSMUSG00000001774.8	2349	1771	2007	1766	1960	1873
ENSMUSG00000001783.3	1615	1326	1290	1197	1329	1388
ENSMUSG00000001785.13	447	383	351	363	388	380
ENSMUSG00000001786.14	609	563	524	507	578	576
ENSMUSG00000001794.13	1693	1568	1310	1565	1360	1461
ENSMUSG00000001802.16	1702	1452	1420	1428	1325	1359
ENSMUSG00000001804.9	0	0	0	0	0	0
ENSMUSG00000001815.15	0	0	1	0	0	1
ENSMUSG00000001819.4	0	0	0	0	0	0
ENSMUSG00000001823.5	0	0	0	0	0	0
ENSMUSG00000001827.12	1	2	1	3	0	2
ENSMUSG00000001829.17	1772	1421	1495	1415	1282	1422
ENSMUSG00000001833.17	12789	11123	10853	9758	10233	10978
ENSMUSG00000001844.10	276	252	259	273	235	245
ENSMUSG00000001847.14	2865	2541	2453	2514	2771	2625
ENSMUSG00000001855.15	919	878	885	771	914	833
ENSMUSG00000001864.13	82	56	77	102	86	93
ENSMUSG00000001865.2	0	0	0	0	2	0
ENSMUSG00000001870.16	356	309	298	280	305	311
ENSMUSG00000001891.16	1275	978	1056	912	1047	1005
ENSMUSG00000001901.15	41	46	39	33	34	49
ENSMUSG00000001909.16	1088	952	875	872	802	842
ENSMUSG00000001910.4	2972	2422	2440	2424	2258	2339
ENSMUSG00000001911.16	4131	4261	3777	3233	3758	3570
ENSMUSG00000001918.17	37	38	39	29	32	38
ENSMUSG00000001924.15	6830	5966	5646	6029	5832	5922
ENSMUSG00000001930.17	241	270	286	195	259	262
ENSMUSG00000001942.8	618	550	592	511	592	513
ENSMUSG00000001943.8	208	170	171	158	193	179
ENSMUSG00000001946.14	167	143	159	123	109	126
ENSMUSG00000001948.10	29	43	41	31	28	36
ENSMUSG00000001962.8	210	206	187	165	188	182
ENSMUSG00000001964.14	417	409	337	432	412	390
ENSMUSG00000001983.7	150	153	171	137	130	140
ENSMUSG00000001985.9	1781	1829	1801	1642	1970	1865
ENSMUSG00000001986.16	5756	5319	5510	4254	5336	4356
ENSMUSG00000001988.9	79	62	57	45	51	60
ENSMUSG00000001995.9	1918	1666	1604	2084	2018	2178
ENSMUSG00000001998.15	403	346	387	333	367	380
ENSMUSG00000001999.15	328	224	228	229	200	219
ENSMUSG00000002006.12	3715	2900	2975	2699	2450	2823
ENSMUSG00000002007.5	143	133	150	125	125	155
ENSMUSG00000002010.17	2855	2333	2177	2165	2052	2235
ENSMUSG00000002012.13	641	528	476	609	515	529
ENSMUSG00000002014.12	651	460	493	515	442	511
ENSMUSG00000002015.5	1130	865	873	786	728	799
ENSMUSG00000002017.10	228	244	251	201	295	290
ENSMUSG00000002020.15	16	18	19	15	7	11
ENSMUSG00000002028.13	3907	4302	4552	3868	4706	4278
ENSMUSG00000002031.12	728	599	648	678	557	625
ENSMUSG00000002032.17	545	485	458	450	507	534
ENSMUSG00000002033.14	3	4	3	2	4	3
ENSMUSG00000002043.17	70	58	55	41	37	41
ENSMUSG00000002052.6	3802	3608	3291	2883	3663	3334
ENSMUSG00000002055.9	534	420	463	448	401	428
ENSMUSG00000002057.4	6	7	4	9	8	3
ENSMUSG00000002058.13	397	326	283	234	281	304
ENSMUSG00000002059.18	161	123	125	175	141	140
ENSMUSG00000002064.10	492	377	364	395	346	367
ENSMUSG00000002068.16	198	186	216	143	201	181
ENSMUSG00000002076.12	12	26	23	19	26	18
ENSMUSG00000002083.13	75	85	62	73	80	89
ENSMUSG00000002100.15	21	37	38	12	21	24
ENSMUSG00000002102.15	2835	2411	2463	2109	2027	2343
ENSMUSG00000002103.15	1639	1479	1454	1329	1395	1395
ENSMUSG00000002104.11	4	1	2	1	2	2
ENSMUSG00000002105.15	436	387	393	342	332	360
ENSMUSG00000002107.18	5662	5181	6400	4611	6353	5168
ENSMUSG00000002108.10	58	42	37	41	16	27
ENSMUSG00000002109.14	259	214	234	220	242	275
ENSMUSG00000002111.8	35	28	28	36	31	32
ENSMUSG00000002129.11	1562	1249	1271	1188	1162	1280
ENSMUSG00000002147.18	287	254	244	287	247	234
ENSMUSG00000002190.13	135	132	119	109	150	137
ENSMUSG00000002204.9	20	12	20	14	15	12
ENSMUSG00000002205.16	256	240	239	233	210	219
ENSMUSG00000002210.11	666	541	581	555	553	548
ENSMUSG00000002221.11	1303	1081	1008	1090	1009	1004
ENSMUSG00000002222.14	4029	3564	3675	3547	4124	3707
ENSMUSG00000002227.15	106	153	132	105	107	105
ENSMUSG00000002228.7	9	7	5	3	2	4
ENSMUSG00000002233.13	143	138	110	113	96	109
ENSMUSG00000002240.12	0	0	0	0	0	0
ENSMUSG00000002249.21	39	30	30	25	25	34
ENSMUSG00000002250.16	254	240	243	229	235	239
ENSMUSG00000002257.8	28	29	30	22	13	19
ENSMUSG00000002265.16	11995	11332	11975	12347	14092	13736
ENSMUSG00000002266.17	70	74	70	67	56	68
ENSMUSG00000002274.13	385	288	286	330	278	302
ENSMUSG00000002279.19	303	258	302	265	312	298
ENSMUSG00000002280.11	715	526	564	617	491	586
ENSMUSG00000002289.16	130	93	121	89	35	72
ENSMUSG00000002297.16	51	51	58	44	42	37
ENSMUSG00000002307.16	452	431	412	376	389	421
ENSMUSG00000002308.16	202	139	146	132	126	145
ENSMUSG00000002319.16	932	888	918	840	917	887
ENSMUSG00000002320.15	343	276	279	265	292	285
ENSMUSG00000002324.8	47	44	41	35	38	38
ENSMUSG00000002325.15	231	214	201	175	199	212
ENSMUSG00000002326.6	183	162	148	136	130	145
ENSMUSG00000002329.7	510	381	436	384	356	363
ENSMUSG00000002332.16	915	754	725	649	603	737
ENSMUSG00000002341.8	8027	6756	6731	6175	6332	5684
ENSMUSG00000002342.17	369	321	308	319	289	306
ENSMUSG00000002343.11	389	282	273	257	270	288
ENSMUSG00000002345.18	421	367	285	323	289	305
ENSMUSG00000002346.16	426	428	496	369	360	389
ENSMUSG00000002365.10	339	272	279	291	267	303
ENSMUSG00000002372.9	1481	1194	1113	1219	1082	1135
ENSMUSG00000002379.7	566	450	398	431	422	423
ENSMUSG00000002384.2	10	10	12	9	12	12
ENSMUSG00000002393.14	464	352	269	347	310	313
ENSMUSG00000002395.14	693	532	554	551	518	581
ENSMUSG00000002396.8	599	454	477	468	485	524
ENSMUSG00000002409.18	608	552	582	496	540	541
ENSMUSG00000002413.15	5025	4845	5071	4274	5362	4879
ENSMUSG00000002416.13	705	507	603	526	533	502
ENSMUSG00000002428.12	1185	915	991	800	868	887
ENSMUSG00000002455.14	1450	1117	1134	1206	1225	1265
ENSMUSG00000002458.13	261	226	208	165	181	200
ENSMUSG00000002459.17	250	185	213	184	184	179
ENSMUSG00000002475.16	838	686	658	583	696	727
ENSMUSG00000002477.5	290	239	262	254	241	233
ENSMUSG00000002486.15	234	191	231	207	194	205
ENSMUSG00000002489.16	3880	3534	3446	3396	3747	3519
ENSMUSG00000002496.10	3566	3418	3533	3102	3095	3144
ENSMUSG00000002500.15	0	2	3	2	0	4
ENSMUSG00000002504.15	695	635	648	576	538	535
ENSMUSG00000002524.17	2600	2114	2107	2137	1840	2179
ENSMUSG00000002546.16	2494	2032	2161	1934	2031	2151
ENSMUSG00000002550.16	712	539	567	526	522	556
ENSMUSG00000002565.16	11	9	30	9	20	13
ENSMUSG00000002578.17	168	226	202	131	196	150
ENSMUSG00000002580.7	498	433	402	403	375	412
ENSMUSG00000002588.13	0	0	2	1	0	0
ENSMUSG00000002602.16	729	688	672	626	611	719
ENSMUSG00000002603.15	29	34	42	19	34	25
ENSMUSG00000002608.8	429	443	386	404	374	406
ENSMUSG00000002617.14	790	713	780	498	646	598
ENSMUSG00000002625.10	3687	3016	3189	3166	2640	2822
ENSMUSG00000002633.4	31	24	32	35	29	18
ENSMUSG00000002635.11	209	165	182	157	151	150
ENSMUSG00000002658.9	1455	1230	1290	1102	1229	1254
ENSMUSG00000002660.8	688	611	591	596	588	639
ENSMUSG00000002661.14	99	82	70	101	84	90
ENSMUSG00000002664.2	5	5	4	2	5	6
ENSMUSG00000002668.8	32	44	60	39	40	28
ENSMUSG00000002679.14	294	202	216	194	211	211
ENSMUSG00000002688.8	281	237	219	225	234	240
ENSMUSG00000002699.13	55	29	51	50	38	38
ENSMUSG00000002718.14	1758	1634	1443	1393	1547	1576
ENSMUSG00000002728.14	879	638	693	643	645	755
ENSMUSG00000002731.6	270	170	206	177	170	188
ENSMUSG00000002732.14	67	43	49	51	51	50
ENSMUSG00000002733.8	879	749	737	752	827	740
ENSMUSG00000002741.9	1444	1191	1116	1087	1086	1068
ENSMUSG00000002748.7	4087	3770	4248	3136	3901	3608
ENSMUSG00000002763.16	743	585	548	604	529	458
ENSMUSG00000002767.13	349	266	305	271	239	257
ENSMUSG00000002768.8	929	792	656	694	677	746
ENSMUSG00000002769.9	3	8	5	4	5	9
ENSMUSG00000002771.12	223	198	215	155	155	149
ENSMUSG00000002778.14	927	756	786	726	693	734
ENSMUSG00000002781.19	484	354	361	403	343	380
ENSMUSG00000002791.17	0	5	0	2	2	1
ENSMUSG00000002797.9	235	201	226	188	217	239
ENSMUSG00000002799.6	742	701	719	693	695	642
ENSMUSG00000002803.14	777	615	609	646	606	696
ENSMUSG00000002804.4	91	61	70	62	82	58
ENSMUSG00000002808.7	1885	1392	1470	1520	1463	1609
ENSMUSG00000002812.4	1422	1240	1196	1173	1171	1293
ENSMUSG00000002814.15	146	106	117	109	118	122
ENSMUSG00000002820.6	372	350	310	371	356	363
ENSMUSG00000002825.8	172	114	129	121	97	113
ENSMUSG00000002831.13	807	538	705	330	267	593
ENSMUSG00000002833.11	1706	1632	1714	1348	1506	1650
ENSMUSG00000002835.9	98	105	99	64	117	69
ENSMUSG00000002844.9	760	693	680	714	669	667
ENSMUSG00000002845.14	144	145	103	152	129	121
ENSMUSG00000002846.9	405	368	349	313	304	367
ENSMUSG00000002847.7	30	28	29	11	19	20
ENSMUSG00000002870.8	120	87	100	104	90	70
ENSMUSG00000002871.14	526	395	412	389	366	393
ENSMUSG00000002881.14	875	741	742	759	818	771
ENSMUSG00000002885.14	125	147	142	119	100	127
ENSMUSG00000002897.5	685	503	495	660	508	497
ENSMUSG00000002900.16	261	283	232	254	265	241
ENSMUSG00000002908.17	180	149	169	142	138	153
ENSMUSG00000002910.11	193	177	191	124	168	233
ENSMUSG00000002930.6	2	6	6	4	4	2
ENSMUSG00000002944.15	16	11	16	12	15	10
ENSMUSG00000002948.19	1517	1290	1210	1231	1303	1301
ENSMUSG00000002949.15	1091	872	1000	839	847	877
ENSMUSG00000002957.11	5674	4754	4707	4711	4307	4625
ENSMUSG00000002963.17	297	215	249	265	249	260
