#plotPCA --outFileNameData
Component	SRR10356997	SRR10356998	SRR10356999	SRR10357000	SRR10357001	SRR10357002	SRR10357003	SRR10357004	Eigenvalue
1	-19.222280334979672	-25.71730077953999	20.231948948937717	25.94402846603471	-35.70115839035928	-24.900035229894833	28.365490539703273	30.999306780098063	5773.442531248873
2	1.9277290359443027	-1.100808264234613	7.046450686108592	-4.540287104734774	0.868786591258093	-3.142168514420404	11.54140511965457	-12.601107549575765	377.8145490619398
3	-2.5981260165476336	-0.08756575794517926	-0.7942149605134039	13.48773177374552	0.5246801453152712	0.8661080172904476	-2.883828560181829	-8.514784641163192	271.1510693662459
4	1.480313141146588	-5.235558039965195	8.087326586996317	-0.1363919376459508	6.005920152344039	-4.42101656844451	-6.551700610057182	0.7711072756258958	194.1617007602278
5	2.5314531125666364	-4.829227510817217	-7.394689117822576	1.7606148670574515	6.527330256894677	-4.094372922282569	4.169410844342941	1.3294804700606553	166.03232009019487
6	-8.090487460982906	-3.3610341633737253	0.7283336140126422	-1.3622135193863876	4.128333301787033	5.650262778959441	1.8148544596093084	0.4919509893745932	131.64295133683552
7	-4.4330485577709045	5.781312430174739	0.10357799832017511	-0.08240107206612998	2.608833067476626	-5.0259453448949465	0.37066505209643985	0.6770064266639988	85.75487813568218
8	-1.304512053934559e-14	-1.2601031329495527e-14	1.27675647831893e-14	1.304512053934559e-14	-7.993605777301127e-15	-1.326716514427062e-14	3.1058489113888754e-14	-1.1324274851176597e-14	2.7654823261048297e-28
