0	843	843	-728.204	-0.863824	-0.863824
1	874	874	-299.497	-0.342674	-0.342674
2	844	844	-258.894	-0.306747	-0.306747
3	826	826	274.918	0.33283	0.33283
4	870	870	13.5499	0.0155746	0.0155746
5	839	839	-137.046	-0.163344	-0.163344
6	832	832	-428.765	-0.515342	-0.515342
7	823	823	-399.99	-0.486015	-0.486015
8	840	840	163.45	0.194583	0.194583
9	825	825	-73.8917	-0.0895657	-0.0895657
10	862	862	-352.068	-0.408432	-0.408432
11	830	830	-271.413	-0.327004	-0.327004
12	879	879	347.069	0.394845	0.394845
13	828	828	-199.041	-0.240388	-0.240388
14	820	820	66.1675	0.0806921	0.0806921
15	823	823	22.0159	0.0267508	0.0267508
16	839	839	68.1271	0.0812003	0.0812003
17	825	825	-705.057	-0.854614	-0.854614
18	831	831	301.042	0.362265	0.362265
19	827	827	79.4397	0.0960576	0.0960576
20	820	820	-640.281	-0.780831	-0.780831
21	840	840	-324.029	-0.385748	-0.385748
22	822	822	-212.49	-0.258503	-0.258503
23	826	826	-590.963	-0.715451	-0.715451
24	820	820	-388.221	-0.47344	-0.47344
25	823	823	-1013.63	-1.23163	-1.23163
26	824	824	318.128	0.386078	0.386078
27	826	826	-231.614	-0.280404	-0.280404
28	825	825	717.96	0.870254	0.870254
29	841	841	438.405	0.52129	0.52129
30	848	848	-894.072	-1.05433	-1.05433
31	834	834	-532.232	-0.638168	-0.638168
32	834	834	-133.194	-0.159705	-0.159705
33	823	823	1529.41	1.85833	1.85833
34	820	820	-758.733	-0.925284	-0.925284
35	826	826	377.372	0.456867	0.456867
36	857	857	-76.7173	-0.0895184	-0.0895184
37	828	828	262.668	0.317232	0.317232
38	821	821	-34.6121	-0.0421584	-0.0421584
39	826	826	3.41037	0.00412878	0.00412878
40	832	832	-296.856	-0.356798	-0.356798
41	838	838	382.482	0.456423	0.456423
42	848	848	56.6356	0.0667873	0.0667873
43	835	835	-146.868	-0.17589	-0.17589
44	835	835	-719.332	-0.861475	-0.861475
45	828	828	-524.238	-0.633137	-0.633137
