18275	842	842	47.0691	0.0559015	0.0559015
27924	823	823	177.268	0.215393	0.215393
27925	823	823	-58.1938	-0.0707094	-0.0707094
27926	823	823	415.609	0.504993	0.504993
27927	823	823	317.799	0.386147	0.386147
27928	820	820	865.909	1.05599	1.05599
27929	839	839	-362.719	-0.432323	-0.432323
27930	841	841	293.111	0.348527	0.348527
27931	835	835	-181.636	-0.217528	-0.217528
27932	874	874	196.434	0.224753	0.224753
27933	874	874	1251.48	1.43189	1.43189
27934	821	821	197.596	0.240677	0.240677
27935	837	837	-729.713	-0.871819	-0.871819
27936	830	830	582.174	0.701414	0.701414
27937	827	827	90.5455	0.109487	0.109487
27938	820	820	-7.77145	-0.00947737	-0.00947737
27939	845	845	0.337751	0.000399706	0.000399706
27940	825	825	702.892	0.85199	0.85199
27941	829	829	756.372	0.912391	0.912391
27942	841	841	642.902	0.76445	0.76445
27943	847	847	424.701	0.501418	0.501418
27944	828	828	394.825	0.476842	0.476842
27945	820	820	190.566	0.232398	0.232398
27946	833	833	-470.898	-0.565304	-0.565304
27947	826	826	552.708	0.669138	0.669138
27948	837	837	632.921	0.756178	0.756178
27949	820	820	304.907	0.371838	0.371838
27950	845	845	-791.999	-0.937277	-0.937277
27951	830	830	-286.918	-0.345684	-0.345684
27952	851	851	267.064	0.313824	0.313824
27953	850	850	-327.786	-0.38563	-0.38563
27954	835	835	-50.1244	-0.0600292	-0.0600292
27955	851	851	30.6141	0.0359743	0.0359743
27956	830	830	-61.6005	-0.0742175	-0.0742175
27957	829	829	-226.679	-0.273436	-0.273436
27958	824	824	-912.259	-1.10711	-1.10711
27959	824	824	-519.094	-0.629968	-0.629968
27960	839	839	241.072	0.287332	0.287332
27961	822	822	-624.204	-0.759372	-0.759372
27962	827	827	-473.302	-0.572312	-0.572312
27963	835	835	4.70062	0.00562948	0.00562948
27964	823	823	-709.24	-0.861774	-0.861774
27965	863	863	126.786	0.146914	0.146914
27966	827	827	174.871	0.211452	0.211452
27967	832	832	1140.14	1.37036	1.37036
27968	853	853	-314.196	-0.368342	-0.368342
27969	828	828	-1225.29	-1.47982	-1.47982
27970	821	821	-107.64	-0.131109	-0.131109
27971	853	853	386.726	0.453371	0.453371
27972	820	820	-775.956	-0.946288	-0.946288
27973	832	832	-235.458	-0.283003	-0.283003
27974	841	841	628.827	0.747714	0.747714
27975	820	820	78.2295	0.0954018	0.0954018
27976	826	826	331.527	0.401365	0.401365
27977	852	852	309.917	0.363753	0.363753
27978	844	844	318.964	0.37792	0.37792
27979	835	835	315.829	0.378238	0.378238
27980	823	823	246.969	0.300084	0.300084
27981	838	838	249.65	0.297912	0.297912
27982	844	844	-516.095	-0.611487	-0.611487
27983	838	838	-621.796	-0.742001	-0.742001
27984	823	823	-622.403	-0.756261	-0.756261
27985	834	834	-531.917	-0.63779	-0.63779
27986	820	820	792.009	0.965865	0.965865
27987	835	835	-331.676	-0.397217	-0.397217
27988	830	830	737.108	0.888082	0.888082
27989	829	829	182.769	0.220469	0.220469
27990	833	833	233.128	0.279866	0.279866
27991	880	880	-211.123	-0.239912	-0.239912
27992	829	829	1514.43	1.82681	1.82681
27993	852	852	447.366	0.525077	0.525077
27994	870	870	-232.916	-0.267719	-0.267719
27995	871	871	-300.404	-0.344895	-0.344895
27996	835	835	-554.555	-0.664137	-0.664137
27997	843	843	966.913	1.14699	1.14699
27998	822	822	463.563	0.563945	0.563945
27999	820	820	-145.998	-0.178046	-0.178046
28000	851	851	145.705	0.171216	0.171216
28001	840	840	543.845	0.647435	0.647435
28002	842	842	-193.621	-0.229954	-0.229954
28003	842	842	1246.31	1.48017	1.48017
28004	825	825	-403.635	-0.489255	-0.489255
28005	826	826	465.819	0.563945	0.563945
28006	823	823	-216.373	-0.262908	-0.262908
28007	854	854	119.527	0.139962	0.139962
28008	869	869	356.523	0.410268	0.410268
28009	823	823	-2.42029	-0.00294082	-0.00294082
28010	874	874	149.326	0.170853	0.170853
28011	823	823	390.789	0.474835	0.474835
28012	829	829	494.821	0.596889	0.596889
28013	836	836	1076.66	1.28787	1.28787
28014	851	851	223.303	0.262401	0.262401
28015	820	820	-498.506	-0.607934	-0.607934
28016	828	828	1147.73	1.38615	1.38615
28017	871	871	352.71	0.404948	0.404948
28018	837	837	-368.361	-0.440097	-0.440097
28019	844	844	496.902	0.588747	0.588747
28020	822	822	-277.393	-0.337461	-0.337461
28021	829	829	-202.128	-0.243822	-0.243822
28022	825	825	331.344	0.401629	0.401629
28023	831	831	-973.437	-1.1714	-1.1714
28024	820	820	-199.934	-0.243822	-0.243822
28025	823	823	-260.101	-0.316041	-0.316041
28026	820	820	157.533	0.192114	0.192114
28027	844	844	-460.93	-0.546125	-0.546125
28028	834	834	459.931	0.551476	0.551476
28029	821	821	100.047	0.12186	0.12186
28030	826	826	-198.608	-0.240446	-0.240446
28031	834	834	-41.085	-0.0492626	-0.0492626
28032	820	820	1343.71	1.63867	1.63867
28033	823	823	1074.43	1.30551	1.30551
28034	848	848	-531.422	-0.626677	-0.626677
28035	818	818	-240.468	-0.293971	-0.293971
28036	819	819	-223.288	-0.272635	-0.272635
28037	820	820	-708.858	-0.864461	-0.864461
28038	834	834	225.178	0.269997	0.269997
28039	835	835	1157.44	1.38615	1.38615
28040	838	838	1027.53	1.22617	1.22617
28041	840	840	-250.326	-0.298007	-0.298007
28042	827	827	455.443	0.550717	0.550717
28043	849	849	-9.00687	-0.0106088	-0.0106088
28044	830	830	-448.111	-0.539893	-0.539893
28045	842	842	709.259	0.84235	0.84235
28046	832	832	935.048	1.12386	1.12386
28047	820	820	1260.01	1.5366	1.5366
28048	826	826	-667.706	-0.808361	-0.808361
28049	820	820	56.5303	0.0689394	0.0689394
28050	837	837	894.519	1.06872	1.06872
28051	842	842	-297.698	-0.353561	-0.353561
28052	823	823	794.907	0.965865	0.965865
28053	826	826	-184.531	-0.223403	-0.223403
28054	827	827	368.464	0.445543	0.445543
28055	835	835	-954.499	-1.14311	-1.14311
28056	840	840	245.274	0.291993	0.291993
28057	835	835	491.661	0.588815	0.588815
28058	862	862	-597.569	-0.693236	-0.693236
28059	845	845	-1100.53	-1.3024	-1.3024
28060	830	830	-415.713	-0.500859	-0.500859
28061	835	835	347.955	0.416713	0.416713
28062	848	848	-711.461	-0.838987	-0.838987
28063	841	841	-40.2772	-0.047892	-0.047892
28064	820	820	1612.01	1.96587	1.96587
28065	875	875	504.868	0.576992	0.576992
28066	835	835	-563.385	-0.674713	-0.674713
28067	873	873	245.668	0.281406	0.281406
28068	826	826	-1701.78	-2.06026	-2.06026
28069	824	824	-434.297	-0.52706	-0.52706
