	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001.4	471.584473087905	0.0128607377911759	0.0782572231286753	0.164339306673705	0.869464040064712	0.937427223314024
ENSMUSG00000000028.15	39.0413975695546	-0.258434239832873	0.136718010390706	-1.89027209432271	0.0587215789484864	0.191509558085118
ENSMUSG00000000037.16	10.7866236441186	-0.319755573727514	0.25956687562148	-1.23188127515086	0.2179934370341	0.444007697386187
ENSMUSG00000000049.11	5.63716893645084	-0.264509565247353	0.356573225972737	-0.741809945280572	0.458202494062152	NA
ENSMUSG00000000056.7	1291.69807619376	0.0130456244872139	0.041142961672639	0.317080345139313	0.751182638285442	0.877812122856659
ENSMUSG00000000058.6	445.936123020081	0.259088762965212	0.0763156432293111	3.39496271015772	0.000686379484611587	0.0067500256688981
ENSMUSG00000000078.7	698.339026282686	0.159109670376753	0.0637223483727894	2.49692100871624	0.0125276859457988	0.064798652497853
ENSMUSG00000000085.16	1198.48271691525	-0.00777228272708722	0.0405016323651452	-0.191900480874837	0.847820160760293	0.927098641709554
ENSMUSG00000000088.7	2839.00661758169	0.026674409227637	0.0399350598211803	0.667944641802935	0.504168929819765	0.714084447027503
ENSMUSG00000000093.6	28.7607748580916	0.36000943606124	0.157034030321697	2.29255681283689	0.021873533171221	0.0968436428853675
ENSMUSG00000000094.12	2.42149588955764	-0.486809350941222	0.542088732221554	-0.89802521617856	0.369172106160742	NA
ENSMUSG00000000120.6	113.945850864659	-0.152269896418536	0.123675564200181	-1.23120438061695	0.21824643343554	0.444264917487158
ENSMUSG00000000125.5	89.5225615877892	0.0622994224212233	0.186432395222415	0.334166293078516	0.738254077632705	0.871539451707139
ENSMUSG00000000126.11	383.892888154125	-0.0658621368073005	0.059362179450656	-1.10949660906651	0.267216006461342	0.5008515577553
ENSMUSG00000000127.15	330.920273441475	0.123815937706905	0.0602683727668285	2.0544098342581	0.0399360420419346	0.147750537935062
ENSMUSG00000000131.15	2981.78834044524	0.0252266742343466	0.0254950388004381	0.989473851434701	0.322431357265022	0.557520705155599
ENSMUSG00000000134.17	868.843835658803	0.0717150152027984	0.0415778928866886	1.7248352483432	0.0845571674800584	0.24415522791075
ENSMUSG00000000142.15	639.998688678969	-0.0467708031455432	0.041356880674792	-1.13090741812283	0.258094060722261	0.490627167213692
ENSMUSG00000000148.17	535.88945432678	-0.00427938495526283	0.0403062235782373	-0.106171816046131	0.915446032067458	0.959801789256141
ENSMUSG00000000149.10	3820.09020937834	-0.02446779058084	0.0371089884091228	-0.659349436074223	0.509671403785874	0.718159182248881
ENSMUSG00000000154.16	14.1652763856245	-0.105766417172388	0.224496121259559	-0.471128038110299	0.637549303779071	0.808602443800827
ENSMUSG00000000159.16	5.77918496959235	-0.138898404973323	0.368284585409465	-0.37714965674953	0.706062390468974	NA
ENSMUSG00000000167.14	23.5079939205413	0.204959114896365	0.173600741398246	1.18063502059696	0.237747745176468	0.467101669303365
ENSMUSG00000000168.9	2034.70276957945	-0.0533173528144752	0.0399035634712614	-1.33615517453409	0.18149855902599	0.398192392284179
ENSMUSG00000000171.5	1695.9161422458	0.0415897492833171	0.0327124750605754	1.27137274713403	0.203596073229944	0.426310190857861
ENSMUSG00000000182.9	5.63606751880641	0.746238080121156	0.337013835224596	2.21426541620714	0.0268105261792629	NA
ENSMUSG00000000183.6	1.77444180560551	-0.0125397926869238	0.58832669087402	-0.0213143358637948	0.982994908071725	NA
ENSMUSG00000000184.12	1838.96138448889	-0.27166292862075	0.0523917634463678	-5.18522207978063	2.15757610341438e-07	6.84066073809454e-06
ENSMUSG00000000194.13	1645.41913342628	0.00360489042770523	0.0330763036269023	0.108987100504581	0.913212721691043	0.959224923250195
ENSMUSG00000000197.8	3072.97472239575	-0.0298619387629688	0.0324348369610017	-0.920674853364409	0.357220208831006	0.591627640611123
ENSMUSG00000000202.9	587.002439779599	-0.294721017047301	0.0563077252406174	-5.23411336167254	1.65778690593931e-07	5.43767583090419e-06
ENSMUSG00000000204.16	2.04149440970919	-0.644868406695106	0.574110413827878	-1.12324805675523	0.261332157694087	NA
ENSMUSG00000000214.11	207.995196879198	-0.381962083892598	0.200743426700683	-1.90273768944933	0.0570747814083611	0.188050800810153
ENSMUSG00000000215.11	1.90450973143704	-1.70232615952576	0.650099765470981	-2.61856141155884	0.008830139602029	NA
ENSMUSG00000000216.8	4.68953194720411	0.611937157931648	0.398205270659643	1.53673796662196	0.12435748974266	NA
ENSMUSG00000000223.13	2040.25418194509	-0.0197650307354623	0.0265995446981431	-0.743058986902214	0.457445968756595	0.676475075037005
ENSMUSG00000000244.17	6.7331528708231	0.0106988345907111	0.330565145729083	0.0323652833002528	0.974180747888249	0.988421533767662
ENSMUSG00000000247.11	1074.58566129495	0.00133594330914324	0.0542807838266153	0.0246117173512183	0.980364673036762	0.990615809496416
ENSMUSG00000000253.13	822.698587897263	0.0514120616789729	0.0405369258390292	1.26827727102762	0.204698950913911	0.427684058758246
ENSMUSG00000000263.15	33.6086648536265	-0.196340030681596	0.352986105187368	-0.556225947130063	0.57805640346871	0.767728930884539
ENSMUSG00000000266.11	535.489718012885	0.203370925372778	0.0640429735950417	3.17553845420637	0.00149558697755606	0.0127770156928532
ENSMUSG00000000275.16	205.707932035585	-0.186209830475675	0.066510711794283	-2.79969685261557	0.00511506179501378	0.0333118915447669
ENSMUSG00000000276.11	1915.80291867193	-0.022852373260815	0.0505236567637317	-0.452310357654467	0.651045415283604	0.817059717851062
ENSMUSG00000000278.10	369.33714458614	0.197901903970566	0.0547830503055458	3.61246595191016	0.000303298940714478	0.00345539878984264
ENSMUSG00000000282.12	1102.67503118706	0.0571627875536651	0.0470911849792696	1.21387447733221	0.224795660463053	0.451703143834217
ENSMUSG00000000290.13	128.355806130655	-0.147405821231955	0.0735816233960124	-2.00329667148854	0.0451454545554099	0.160829436118147
ENSMUSG00000000295.13	143.786463068263	-0.0152917722117023	0.0733883032904907	-0.208367975904461	0.834941659065184	0.92154187727666
ENSMUSG00000000296.8	395.689583822766	-0.23930224844411	0.0590093352017528	-4.05532866326889	5.00638587326319e-05	0.000777454649039869
ENSMUSG00000000301.16	32.7337666806994	0.166628033176134	0.171305020912432	0.972697894601179	0.330703471961147	0.565991431416666
ENSMUSG00000000303.12	89.1457411400115	-0.0752118992159251	0.104230173755362	-0.72159429948236	0.470543944943384	0.687207075429532
ENSMUSG00000000305.12	1051.56538144167	0.430185638204083	0.0433949419144279	9.91326682847927	3.64528015440929e-23	1.58993327383398e-20
ENSMUSG00000000308.14	4213.66389390632	-0.152540194348731	0.0368394997475776	-4.14066953660958	3.4629355293284e-05	0.000566783504790079
