"SRR1930037"	"SRR1930038"	"SRR1930039"	"SRR1930034"	"SRR1930035"	"SRR1930036"
"ENSMUSG00000000001.4"	9.31147347194113	9.26601568415929	9.26714477140226	9.27655256965095	9.3314961760944	9.29539802672698
"ENSMUSG00000000028.15"	5.59191122444366	5.53023910329654	5.57370693057984	5.56955920912787	5.64116358359235	5.56522500940775
"ENSMUSG00000000037.16"	5.61402233287377	5.59699524227533	5.58847950820705	5.58525616318077	5.54137175903472	5.55657769586914
"ENSMUSG00000000056.7"	10.3303190676894	10.3106203740419	10.3628511970266	10.3062837596561	10.3924613847378	10.4669275670841
"ENSMUSG00000000058.6"	8.96358673050523	8.8893120305441	8.94321121756881	8.91695880262006	9.07802015985791	9.00345751265478
"ENSMUSG00000000078.7"	10.6255715411698	10.4306733231473	10.5368171761154	10.5749553488622	10.3165584782735	10.4185093032347
"ENSMUSG00000000085.16"	9.28363779756916	9.33126886294914	9.40802262775985	9.25104561734657	9.40637439323472	9.29935547599834
"ENSMUSG00000000088.7"	8.89523809943959	8.86548769794185	8.8150598951597	8.73350116105935	8.88493803445944	8.88934723506297
"ENSMUSG00000000093.6"	4.34957865945386	4.32775301563456	4.34435488240902	4.33878710786768	4.37398299869866	4.36887367626611
"ENSMUSG00000000120.6"	4.26745288636402	4.2880025196049	4.29308210962831	4.29953163637418	4.30054526374349	4.28433022686088
"ENSMUSG00000000125.5"	5.38624346461183	5.45359057468074	5.41530619619483	5.3692110517024	5.46980585029052	5.42682257815182
"ENSMUSG00000000126.11"	7.78789764193108	7.87017379020707	7.85075221210474	7.69192623464595	7.76985542698679	7.64645157433276
"ENSMUSG00000000127.15"	9.60000615604266	9.64663709912262	9.59705171634965	9.54770567690252	9.65501775126325	9.63811523822604
"ENSMUSG00000000131.15"	11.0112414344408	11.0360386272355	10.9826124003161	11.0426233077114	11.0516698208645	11.0141230773587
"ENSMUSG00000000134.17"	9.08123316747181	9.19927285419588	9.10601853979466	9.08467629167727	9.14513915049884	9.08933786409917
"ENSMUSG00000000142.15"	9.3983468594489	9.50582335633732	9.39422597282505	9.48963787247142	9.37045340646133	9.42904297313562
"ENSMUSG00000000148.17"	8.65852962495645	8.67213648632847	8.64712661646562	8.73166951356421	8.60928269198996	8.63766351214312
"ENSMUSG00000000149.10"	10.3173288915299	10.297464676015	10.2139535073681	10.3965578051803	10.3352889028104	10.3732150669299
"ENSMUSG00000000167.14"	4.96997380096171	4.97314255401617	4.98014240362469	4.97905096408908	4.96418822793905	4.96968483881488
"ENSMUSG00000000168.9"	11.2818091627959	11.256931545131	11.2924984219984	11.2289793180262	11.2210541149459	11.3018246489465
"ENSMUSG00000000171.5"	9.71151245526671	9.58344400147086	9.6635528706346	9.65391394754219	9.54221727293811	9.5792941686846
"ENSMUSG00000000182.9"	2.76020534064042	2.78650958621775	2.79297939694934	2.7803147235834	2.7673014587932	2.75500141717733
"ENSMUSG00000000184.12"	9.57389066156259	9.97321065140622	9.89053150979417	9.54531885843663	10.0868173688169	9.74113779981576
"ENSMUSG00000000194.13"	10.1452754763455	10.0481684271176	10.1105414890168	10.1730266237119	10.0359737155998	10.1002937835509
"ENSMUSG00000000197.8"	11.8012207434302	11.777009199202	11.8167207663324	11.7389596060271	11.7768830849126	11.8012196251171
"ENSMUSG00000000202.9"	7.61445391850486	7.51031775994082	7.42428456751062	7.56503400650822	7.46030237729757	7.45388915635189
"ENSMUSG00000000214.11"	3.11249298982717	3.09282640557711	3.08419408622615	3.09451451766573	3.08547098650268	3.09674965271287
"ENSMUSG00000000216.8"	3.11488087742897	3.08581512468803	3.09300180955546	3.12326938674522	3.11001381061067	3.11720180282464
"ENSMUSG00000000223.13"	11.1707023235802	11.1879584894376	11.2291798697134	11.2316390271619	11.2709182353942	11.2553485388974
"ENSMUSG00000000244.17"	3.61261117219652	3.63486459425298	3.61815370843634	3.62227803739591	3.58107685618239	3.62735763473026
"ENSMUSG00000000247.11"	9.65058448638493	9.58450479235684	9.52957768096464	9.73522672718827	9.66598315363996	9.64249538410418
"ENSMUSG00000000253.13"	8.53131909980018	8.5797110492559	8.54714428423875	8.52757329936867	8.56482643489221	8.58811582823023
"ENSMUSG00000000266.11"	9.48319192748191	9.55074914081999	9.5814153857183	9.52227228108454	9.69083647611746	9.65220320238807
"ENSMUSG00000000275.16"	5.70781126000434	5.71547276620596	5.69039883310787	5.67261487729201	5.73177638586992	5.72223978805835
"ENSMUSG00000000276.11"	11.2355460576306	11.1766973957409	11.2871792793493	11.1896452487714	11.2819909188419	11.2225694619903
"ENSMUSG00000000278.10"	7.81146831685097	7.83529746631194	7.8351506333085	7.88762086996959	7.86438931894754	7.84418712109575
